Genus,Family,C_value,tavg,perc_ag,perc_per,HybProp,Hyb_Ratio
Rosmarinus,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.0,0.0
Rostraria,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Rotala,Lythraceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Rubia,Rubiaceae,2.76,0.7295,0.0006,1.0,0.0,0.0
Rubus,Rosaceae,0.371851852,0.7295,0.001060071,1.0,0.06483085,0.181850534
Rudbeckia,Asteraceae,9.05,0.7295,0.00210989,0.903252711,0.0,0.0
Ruellia,Acanthaceae,1.687142857,0.7295,0.000857143,1.0,0.0,0.0
Rulingia,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Rumex,Polygonaceae,2.809285714,0.7295,0.002727273,0.846491228,0.593395253,0.450980392
Rupertia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Ruppia,Ruppiaceae,2.33,0.7295,0.0,0.8,0.0,0.0
Ruscus,Asparagaceae,8.944,0.7295,0.0,1.0,10.0,0.2
Ruta,Rutaceae,0.546,0.7295,0.001652893,1.0,0.0,0.0
Rutidosis,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Sabatia,Gentianaceae,1.687142857,0.723,0.0,0.0,0.0,0.0
Saccharum,Poaceae,4.259444444,0.7295,0.074314214,1.0,0.0,0.0
Sadleria,Blechnaceae,1.687142857,0.7295,0.0,1.0,33.33333333,0.833333333
Sagina,Caryophyllaceae,1.687142857,0.7295,0.001818182,0.684210526,0.269905533,0.051282051
Sagittaria,Alismataceae,16.21,0.74,0.0,0.867647059,0.0,0.0
Salicornia,Amaranthaceae,1.38,0.7295,0.041463415,0.173913043,0.790513834,0.086956522
Salix,Salicaceae,0.625,0.7295,0.0,1.0,0.594652598,0.627358491
Salsola,Amaranthaceae,0.96,0.7295,0.041463415,0.333333333,0.317460317,0.055555556
Salvia,Lamiaceae,0.708333333,0.645,0.004320557,0.818181818,0.101577118,0.043678161
Salvinia,Salviniaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Sambucus,Adoxaceae,9.5425,0.7295,0.0,1.0,0.0,0.0
Samolus,Primulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Sanguisorba,Rosaceae,0.55,0.914,0.001060071,0.894736842,0.0,0.0
Sanicula,Apiaceae,1.687142857,0.7295,0.003968254,0.659090909,0.0,0.0
Santalum,Santalaceae,0.29,0.7295,0.002139037,1.0,0.0,0.0
Santolina,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Sapindus,Sapindaceae,0.54,0.7295,0.001265823,1.0,0.0,0.0
Saponaria,Caryophyllaceae,2.06,0.7295,0.001818182,0.727272727,0.0,0.0
Sarcobatus,Sarcobataceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Sarcocapnos,Papaveraceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Sarcochilus,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Sarcocornia,Amaranthaceae,2.96,0.7295,0.041463415,1.0,0.0,0.0
Sarcostemma,Apocynaceae,1.687142857,0.7295,0.000658617,1.0,0.0,0.0
Sarracenia,Sarraceniaceae,4.35,0.7295,0.0,1.0,0.0,0.0
Sasa,Poaceae,3.58,0.7295,0.074314214,1.0,0.0,0.0
Satureja,Lamiaceae,1.68,0.7295,0.004320557,0.933333333,0.0,0.0
Saussurea,Asteraceae,1.687142857,0.7295,0.00210989,1.0,8.333333333,0.333333333
Saxifraga,Saxifragaceae,1.406666667,0.7295,0.0,0.959253152,0.086902545,0.077777778
Scabiosa,Caprifoliaceae,1.290833333,0.7295,0.0,0.722222222,0.163265306,0.04
Scaevola,Goodeniaceae,1.687142857,0.7295,0.0,1.0,0.833333333,0.0625
Scandix,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Schiedea,Caryophyllaceae,1.116956522,0.5275,0.001818182,1.0,0.432900433,0.045454545
Schinus,Anacardiaceae,1.687142857,0.7295,0.002030457,1.0,0.0,0.0
Schismus,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Schivereckia,Brassicaceae,0.52,0.7295,0.00485306,1.0,0.0,0.0
Schizaea,Schizaeaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Schoenocrambe,Brassicaceae,1.687142857,0.7295,0.00485306,1.0,0.0,0.0
Schoenoplectus,Cyperaceae,0.45,0.7295,0.00045977,0.791666667,3.03030303,0.166666667
Schoenus,Cyperaceae,1.687142857,0.7295,0.00045977,0.86,0.333333333,0.04
Schrankia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Scilla,Asparagaceae,15.55825397,0.7295,0.0,1.0,0.0,0.0
Scirpus,Cyperaceae,0.45,0.7295,0.00045977,0.842105263,0.158702169,0.08411215
Scleranthus,Caryophyllaceae,1.687142857,0.7295,0.001818182,0.535714286,0.0,0.0
Scleria,Cyperaceae,1.687142857,0.7295,0.00045977,0.75,0.0,0.0
Sclerocactus,Cactaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Sclerolaena,Amaranthaceae,1.24,0.7295,0.041463415,1.0,2.380952381,0.166666667
Sclerostegia,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,0.0,0.0
Scolymus,Asteraceae,1.687142857,0.7295,0.00210989,0.5,0.0,0.0
Scorpiurus,Fabaceae,0.4,0.7295,0.096494845,0.0,0.0,0.0
Scorzonera,Asteraceae,3.895,0.7295,0.00210989,0.94265233,0.264550265,0.035714286
Scrophularia,Scrophulariaceae,0.871666667,0.7295,0.001764706,0.885416667,0.0,0.0
Scutellaria,Lamiaceae,0.4,0.7295,0.004320557,0.989583333,0.354609929,0.083333333
Sebaea,Gentianaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Secale,Poaceae,8.391538462,0.92,0.074314214,0.333333333,0.0,0.0
Sedum,Crassulaceae,1.413181818,0.7295,0.0,0.825,0.0,0.0
Selaginella,Selaginellaceae,0.152941176,0.7295,0.0,0.961538462,0.0,0.0
Selinum,Apiaceae,4.24,0.7295,0.003968254,1.0,0.0,0.0
Sempervivum,Crassulaceae,1.687142857,0.7295,0.0,1.0,1.0,0.12
Senecio,Asteraceae,4.918229167,0.5185,0.00210989,0.764864865,0.087336245,0.1
Senna,Fabaceae,0.894,0.689,0.096494845,0.933333333,0.0,0.0
Serapias,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Serratula,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Sesamoides,Resedaceae,1.687142857,0.7295,0.026666667,1.0,0.0,0.0
Sesbania,Fabaceae,1.315,0.681,0.096494845,1.0,0.0,0.0
Seseli,Apiaceae,1.88,0.7295,0.003968254,0.852941176,0.0,0.0
Sesleria,Poaceae,6.006923077,0.7295,0.074314214,1.0,1.6,0.2
Setaria,Poaceae,1.388,0.7295,0.074314214,0.225,0.128205128,0.025
Shepherdia,Elaeagnaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Sibara,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Sibbaldia,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.0,0.0
Sibthorpia,Plantaginaceae,1.687142857,0.7295,0.005925926,1.0,0.0,0.0
Sicyos,Cucurbitaceae,1.687142857,0.7295,0.024852071,0.285714286,1.098901099,0.071428571
Sida,Malvaceae,0.98,0.7295,0.006153846,0.861111111,0.0,0.0
Sidalcea,Malvaceae,1.687142857,0.7295,0.006153846,0.82,0.0,0.0
Sidastrum,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Sideritis,Lamiaceae,1.878571429,0.7295,0.004320557,0.857142857,0.0,0.0
Sigesbeckia,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Silene,Caryophyllaceae,2.411428571,0.8765,0.001818182,0.612403101,0.007905138,0.010869565
Silphium,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Silybum,Asteraceae,1.687142857,0.02,0.00210989,0.0,0.0,0.0
Sinapis,Brassicaceae,0.526,0.7295,0.00485306,0.083333333,0.0,0.0
Sisymbrella,Brassicaceae,0.36,0.7295,0.00485306,0.5,0.0,0.0
Sisymbrium,Brassicaceae,0.377142857,0.7295,0.00485306,0.114583333,0.0,0.0
Sisyrinchium,Iridaceae,1.931428571,0.7295,0.0,0.955882353,0.0,0.0
Sitanion,Poaceae,1.687142857,0.7295,0.074314214,1.0,200.0,1.0
Sium,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Smilacina,Asparagaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Smilax,Smilacaceae,4.16,0.7295,0.0,1.0,0.0,0.0
Smyrnium,Apiaceae,2.82,0.7295,0.003968254,0.0,0.0,0.0
Solanum,Solanaceae,1.522166667,0.47875,0.089837398,0.681818182,0.055096419,0.033057851
Soldanella,Primulaceae,3.88,0.7295,0.0,1.0,0.0,0.0
Solenanthus,Boraginaceae,1.687142857,0.7295,0.001824818,0.5,0.0,0.0
Solenogyne,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Solidago,Asteraceae,1.29,0.935,0.00210989,1.0,0.124223602,0.042857143
Soliva,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Sonchus,Asteraceae,1.444166667,0.7295,0.00210989,0.403497409,0.738916256,0.103448276
Sophora,Fabaceae,2.04,0.7295,0.096494845,1.0,0.0,0.0
Sorbaria,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.0,0.0
Sorbus,Rosaceae,0.912,0.7295,0.001060071,1.0,0.721954832,0.263513514
Sorghum,Poaceae,2.196086957,0.369666667,0.074314214,0.533333333,0.0,0.0
Sparaxis,Iridaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Sparganium,Typhaceae,0.565,0.7295,0.0,1.0,2.53968254,0.444444444
Spartina,Poaceae,5.45,0.782,0.074314214,1.0,1.086956522,0.125
Spergula,Caryophyllaceae,1.05,0.7295,0.001818182,0.125,0.0,0.0
Spergularia,Caryophyllaceae,1.687142857,0.0675,0.001818182,0.364661654,0.088652482,0.020833333
Spermacoce,Rubiaceae,1.687142857,0.7295,0.0006,0.25,0.0,0.0
Spermolepis,Apiaceae,1.687142857,0.7295,0.003968254,0.0,0.0,0.0
Sphaeralcea,Malvaceae,1.687142857,0.7295,0.006153846,0.961538462,0.333333333,0.04
Sphaerolobium,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Sphaeromeria,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Sphenopholis,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Spinacia,Amaranthaceae,1.06,0.7295,0.041463415,0.0,0.0,0.0
Spiraea,Rosaceae,0.54875,0.7295,0.001060071,1.0,1.008403361,0.171428571
Spiranthes,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.56980057,0.074074074
Spirodela,Araceae,0.28,0.7295,0.000248447,1.0,0.0,0.0
Sporobolus,Poaceae,1.687142857,0.7295,0.074314214,0.837209302,0.0,0.0
Spyridium,Rhamnaceae,1.687142857,0.7295,0.004444444,1.0,7.142857143,0.214285714
Stachys,Lamiaceae,2.277777778,0.7295,0.004320557,0.856321839,0.052246604,0.022727273
Stackhousia,Celastraceae,1.687142857,0.7295,0.0,0.875,0.0,0.0
Staehelina,Asteraceae,0.77,0.7295,0.00210989,1.0,0.0,0.0
Stanleya,Brassicaceae,1.687142857,0.7295,0.00485306,0.777777778,0.0,0.0
Stauracanthus,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Stebbinsoseris,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Stellaria,Caryophyllaceae,1.1,0.7345,0.001818182,0.676923077,0.0683527,0.025974026
Stemodia,Plantaginaceae,1.687142857,0.7295,0.005925926,1.0,0.0,0.0
Stenanthemum,Rhamnaceae,1.687142857,0.7295,0.004444444,1.0,0.0,0.0
Stenogonum,Polygonaceae,1.687142857,0.7295,0.002727273,0.0,0.0,0.0
Stenogyne,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.526315789,0.05
Stenopetalum,Brassicaceae,1.687142857,0.7295,0.00485306,0.166666667,0.0,0.0
Stenotus,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Stephanomeria,Asteraceae,3.09,0.7295,0.00210989,0.636363636,0.432900433,0.045454545
Sternbergia,Amaryllidaceae,21.29666667,0.7295,0.0,1.0,0.0,0.0
Sticherus,Gleicheniaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Stillingia,Euphorbiaceae,1.687142857,0.7295,0.01239531,0.833333333,0.0,0.0
Stipa,Poaceae,1.235,0.7295,0.074314214,0.965,0.101010101,0.05
Stipagrostis,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Streptanthus,Brassicaceae,0.69,0.9,0.00485306,0.314814815,0.0,0.0
Streptopus,Liliaceae,6.105,0.7295,0.0,1.0,100.0,0.5
Strophostyles,Fabaceae,1.687142857,0.7295,0.096494845,0.0,0.0,0.0
Stuartina,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Stutzia,Amaranthaceae,1.687142857,0.7295,0.041463415,0.0,0.0,0.0
Stylidium,Stylidiaceae,1.53,0.7295,0.0,0.5,0.0,0.0
Stylocline,Asteraceae,1.687142857,0.7295,0.00210989,0.0,16.66666667,0.416666667
Suaeda,Amaranthaceae,1.06,0.7295,0.041463415,0.375,0.158730159,0.027777778
Succisa,Caprifoliaceae,2.765,0.7295,0.0,1.0,0.0,0.0
Succisella,Caprifoliaceae,2.775,0.7295,0.0,1.0,0.0,0.0
Succowia,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Swainsona,Fabaceae,1.687142857,0.7295,0.096494845,0.944444444,0.0,0.0
Swertia,Gentianaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Symphoricarpos,Caprifoliaceae,1.687142857,0.7295,0.0,1.0,0.833333333,0.0625
Symphyandra,Campanulaceae,1.687142857,0.7295,0.0,0.666666667,0.0,0.0
Symphytum,Boraginaceae,2.206666667,0.7295,0.001824818,1.0,1.538461538,0.192307692
Synthyris,Scrophulariaceae,1.32,0.7295,0.001764706,1.0,0.0,0.0
Syntrichopappus,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Syrenia,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Syringa,Oleaceae,1.236666667,0.7295,0.003252033,1.0,0.0,0.0
Syzygium,Myrtaceae,1.83,0.7295,0.003243243,1.0,0.0,0.0
Taeniatherum,Poaceae,4.555,0.7295,0.074314214,1.0,0.0,0.0
Tagetes,Asteraceae,1.18,0.7295,0.00210989,0.0,0.0,0.0
Talinum,Talinaceae,1.687142857,0.7295,0.090909091,1.0,0.0,0.0
Tamarix,Tamaricaceae,1.5825,0.7295,0.0,1.0,0.738916256,0.103448276
Tanacetum,Asteraceae,6.43,0.7295,0.00210989,0.931034483,0.0,0.0
Taraxacum,Asteraceae,1.513333333,0.7295,0.00210989,1.0,0.007936036,0.012578616
Tauschia,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Taxus,Taxaceae,11.4,0.7295,0.0,1.0,0.0,0.0
Tectaria,Tectariaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Teesdalia,Brassicaceae,0.61,0.7295,0.00485306,0.0,0.0,0.0
Telekia,Asteraceae,1.29,0.7295,0.00210989,1.0,0.0,0.0
Teline,Fabaceae,1.03,0.7295,0.096494845,1.0,0.0,0.0
Templetonia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Tephroseris,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Terminalia,Combretaceae,3.955,0.7295,0.01,1.0,0.0,0.0
Tetracoccus,Picrodendraceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Tetradymia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Tetragonia,Aizoaceae,1.687142857,0.7295,0.000990099,0.25,0.0,0.0
Tetragonolobus,Fabaceae,1.687142857,0.7295,0.096494845,0.2,0.0,0.0
Tetramolopium,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Tetraplasandra,Araliaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Tetrarrhena,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Tetratheca,Elaeocarpaceae,1.687142857,0.983333333,0.0,1.0,0.0,0.0
Teucrium,Lamiaceae,1.05,0.7295,0.004320557,0.836065574,0.049603175,0.015625
Thalictrum,Ranunculaceae,1.2,0.7295,0.0,1.0,0.0,0.0
Thapsia,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Thaspium,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Thelesperma,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Thelionema,Xanthorrhoeaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Thelymitra,Orchidaceae,1.687142857,0.7295,0.0,1.0,9.558823529,0.764705882
Thelypodiopsis,Brassicaceae,1.687142857,0.7295,0.00485306,0.083333333,0.0,0.0
Thelypodium,Brassicaceae,1.687142857,0.7295,0.00485306,0.157894737,0.0,0.0
Thelypteris,Thelypteridaceae,6.045,0.7295,0.0,1.0,0.0,0.0
Themeda,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Thermopsis,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Thesium,Santalaceae,1.687142857,0.7295,0.002139037,0.916666667,0.0,0.0
Thlaspi,Brassicaceae,0.405,0.7295,0.00485306,0.541666667,0.0,0.0
Thryptomene,Myrtaceae,0.41,0.7295,0.003243243,1.0,0.0,0.0
Thunbergia,Acanthaceae,1.687142857,0.7295,0.000857143,1.0,0.0,0.0
Thymelaea,Thymelaeaceae,0.75,0.7295,0.001324503,0.823529412,0.0,0.0
Thymophylla,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Thymus,Lamiaceae,1.013333333,0.68,0.004320557,1.0,0.523138833,0.183098592
Thysanocarpus,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Thysanotus,Asparagaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Tibouchina,Melastomataceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Tidestromia,Amaranthaceae,1.687142857,0.7295,0.041463415,0.5,0.0,0.0
Tilia,Malvaceae,1.687142857,0.7295,0.006153846,1.0,10.8974359,0.653846154
Tiquilia,Boraginaceae,1.687142857,0.7295,0.001824818,0.75,0.0,0.0
Tmesipteris,Psilotaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Tofieldia,Tofieldiaceae,0.78,0.7295,0.0,1.0,0.0,0.0
Tolpis,Asteraceae,1.692,0.866,0.00210989,0.6,0.0,0.0
Tomanthera,Scrophulariaceae,1.687142857,0.7295,0.001764706,0.0,0.0,0.0
Tonestus,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Tordylium,Apiaceae,1.687142857,0.7295,0.003968254,0.0,0.0,0.0
Torilis,Apiaceae,1.82,0.7295,0.003968254,0.0,0.0,0.0
Torreyochloa,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Torularia,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Townsendia,Asteraceae,1.687142857,0.7295,0.00210989,0.739130435,0.790513834,0.086956522
Toxicodendron,Anacardiaceae,1.687142857,0.7295,0.002030457,1.0,0.0,0.0
Trachelium,Campanulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Trachomitum,Apocynaceae,1.687142857,0.7295,0.000658617,1.0,0.0,0.0
Trachymene,Araliaceae,1.687142857,0.7295,0.0,0.3,0.0,0.0
Tradescantia,Commelinaceae,17.535,0.7295,0.0,1.0,0.0,0.0
Tragia,Euphorbiaceae,1.687142857,0.7295,0.01239531,1.0,0.0,0.0
Tragopogon,Asteraceae,4.17,0.7295,0.00210989,0.185714286,0.672268908,0.114285714
Tragus,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Trematolobelia,Campanulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Triadenum,Hypericaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Tribolium,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Trichanthodium,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Trichophorum,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Trichostema,Lamiaceae,1.687142857,0.7295,0.004320557,0.153846154,0.0,0.0
Tricoryne,Xanthorrhoeaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Tricyrtis,Liliaceae,4.21,0.7295,0.0,1.0,0.0,0.0
Tridens,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Trientalis,Primulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Trifolium,Fabaceae,1.02469697,0.032,0.096494845,0.343220339,0.00911965,0.011673152
Triglochin,Juncaginaceae,1.76,0.7295,0.0,0.806451613,0.0,0.0
Trigonella,Fabaceae,0.7,0.7295,0.096494845,0.0,0.0,0.0
Trillium,Melanthiaceae,64.13090909,0.65975,0.0,1.0,0.0,0.0
Trimorpha,Asteraceae,1.687142857,0.7295,0.00210989,0.25,0.0,0.0
Trinia,Apiaceae,1.687142857,0.7295,0.003968254,0.555555556,0.0,0.0
Triodanis,Campanulaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Triosteum,Caprifoliaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Triphysaria,Scrophulariaceae,1.687142857,0.7295,0.001764706,0.0,20.0,0.4
Tripleurospermum,Asteraceae,3.789285714,0.7295,0.00210989,0.25,150.0,0.75
Tripterocalyx,Nyctaginaceae,1.687142857,0.7295,0.005063291,0.4,10.0,0.2
Trisetum,Poaceae,5.071538462,0.7295,0.074314214,0.815789474,0.0,0.0
Triteleia,Asparagaceae,9.59,0.7295,0.0,1.0,1.098901099,0.071428571
Triticum,Poaceae,13.22813559,0.425,0.074314214,0.0,1.923076923,0.115384615
Tritonia,Iridaceae,1.1,0.7295,0.0,1.0,0.0,0.0
Triumfetta,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Trollius,Ranunculaceae,4.42,0.7295,0.0,1.0,100.0,0.5
Tropidocarpum,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Tsuga,Pinaceae,18.32,0.929,0.004761905,1.0,0.0,0.0
Tuberaria,Cistaceae,3.565,0.7295,0.011428571,0.3,0.0,0.0
Tuctoria,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Tulipa,Liliaceae,29.28707483,0.7295,0.0,1.0,1.098901099,0.071428571
Typha,Typhaceae,0.3,0.7295,0.0,1.0,5.072463768,0.583333333
Ulex,Fabaceae,3.375,0.7295,0.096494845,1.0,2.222222222,0.1
Ulmus,Ulmaceae,1.858,0.7295,0.0,1.0,2.461538462,0.307692308
Umbilicus,Crassulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Uncinia,Cyperaceae,1.35,0.7295,0.00045977,1.0,0.0,0.0
Urera,Urticaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Urginea,Asparagaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Urospermum,Asteraceae,1.687142857,0.7295,0.00210989,0.5,0.0,0.0
Urtica,Urticaceae,0.846,0.7295,0.0,0.545454545,0.0,0.0
Utricularia,Lentibulariaceae,0.217857143,0.7295,0.0,0.861111111,0.096618357,0.02173913
Uvularia,Colchicaceae,12.20666667,0.7295,0.0,1.0,0.0,0.0
Vaccinium,Ericaceae,0.634285714,0.7295,0.0,1.0,0.340136054,0.081632653
Valantia,Rubiaceae,1.687142857,0.7295,0.0006,0.333333333,0.0,0.0
Vallisneria,Hydrocharitaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Vancouveria,Berberidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Vandenboschia,Hymenophyllaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Velezia,Caryophyllaceae,1.687142857,0.7295,0.001818182,0.0,0.0,0.0
Vella,Brassicaceae,1.375,0.7295,0.00485306,1.0,0.0,0.0
Velleia,Goodeniaceae,1.687142857,0.7295,0.0,0.666666667,0.0,0.0
Ventenata,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Veratrum,Melanthiaceae,2.793333333,0.7295,0.0,1.0,0.0,0.0
Verbascum,Scrophulariaceae,0.4,0.71,0.001764706,0.209677419,0.38552321,0.237096774
Verbesina,Asteraceae,1.687142857,0.7295,0.00210989,0.625,0.0,0.0
Vernonia,Asteraceae,1.687142857,0.077,0.00210989,1.0,0.0,0.0
Veronica,Plantaginaceae,0.889772727,0.7295,0.005925926,0.599315068,0.045444217,0.036809816
Viburnum,Adoxaceae,4.0325,0.7295,0.0,1.0,0.333333333,0.04
Vicia,Fabaceae,5.720225564,0.504,0.096494845,0.359353476,0.0,0.0
Vigna,Fabaceae,0.871081081,0.7295,0.096494845,0.5,0.0,0.0
Viguiera,Asteraceae,1.687142857,0.7295,0.00210989,0.571428571,0.0,0.0
Villarsia,Menyanthaceae,1.687142857,0.7295,0.0,0.833333333,0.0,0.0
Vinca,Apocynaceae,1.476666667,0.7295,0.000658617,1.0,0.0,0.0
Vincetoxicum,Apocynaceae,0.3375,0.7295,0.000658617,1.0,0.0,0.0
Viscum,Santalaceae,79.13444444,0.7295,0.002139037,1.0,0.0,0.0
Vittadinia,Asteraceae,1.687142857,0.7295,0.00210989,0.708333333,1.515151515,0.083333333
Vulpia,Poaceae,3.608333333,0.7295,0.074314214,0.028571429,0.525525526,0.094594595
Wahlenbergia,Campanulaceae,0.33,0.7295,0.0,0.823529412,0.0,0.0
Waldsteinia,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.0,0.0
Watsonia,Iridaceae,0.7,0.7295,0.0,1.0,0.0,0.0
Westringia,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.0,0.0
Wikstroemia,Thymelaeaceae,1.687142857,0.7295,0.001324503,1.0,0.0,0.0
Wilkesia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Wilsonia,Convolvulaceae,1.687142857,0.7295,0.044375,1.0,0.0,0.0
Wisteria,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Withania,Solanaceae,4.765,0.7295,0.089837398,1.0,0.0,0.0
Wolffia,Araceae,1.200833333,0.7295,0.000248447,1.0,0.0,0.0
Wolffiella,Araceae,0.765,0.7295,0.000248447,1.0,0.0,0.0
Woodwardia,Blechnaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Wulfenia,Plantaginaceae,1.35,0.7295,0.005925926,1.0,0.0,0.0
Wurmbea,Colchicaceae,1.687142857,0.7468,0.0,1.0,0.0,0.0
Wyethia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,2.380952381,0.166666667
Xanthium,Asteraceae,2.87,0.116666667,0.00210989,0.0,0.833333333,0.0625
Xanthosia,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Xeranthemum,Asteraceae,2.0325,0.7295,0.00210989,0.0,0.0,0.0
Xylorhiza,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Xylosma,Salicaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
