Genus,Family,C_value,tavg,perc_ag,perc_per,HybProp,Hyb_Ratio
Abies,Pinaceae,17.23266667,0.8674,0.004761905,1.0,0.362318841,0.041666667
Abronia,Nyctaginaceae,1.687142857,0.7295,0.005063291,0.6875,4.166666667,0.3125
Abutilon,Malvaceae,1.245,0.057,0.006153846,0.763157895,0.0,0.0
Acacia,Fabaceae,1.186321839,0.807875,0.096494845,1.0,0.208188758,0.136363636
Acaena,Rosaceae,0.33,0.7295,0.001060071,1.0,8.888888889,0.4
Acalypha,Euphorbiaceae,1.687142857,0.7295,0.01239531,0.0,0.0,0.0
Acamptopappus,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Acanthomintha,Lamiaceae,1.687142857,0.7295,0.004320557,0.0,0.0,0.0
Acanthopanax,Araliaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Acanthospermum,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Acanthus,Acanthaceae,1.687142857,0.7295,0.000857143,1.0,0.0,0.0
Acer,Sapindaceae,0.908181818,0.945,0.001265823,1.0,0.185013876,0.042553191
Achillea,Asteraceae,4.137692308,0.7295,0.00210989,1.0,0.790960452,0.233333333
Achlys,Berberidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Achnatherum,Poaceae,1.687142857,0.7295,0.074314214,1.0,2.857142857,0.2
Achyranthes,Amaranthaceae,1.687142857,0.7295,0.041463415,0.916666667,0.0,0.0
Acianthus,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Acinos,Lamiaceae,1.687142857,0.7295,0.004320557,0.8,60.0,1.2
Aciphylla,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Aconitum,Ranunculaceae,5.44,0.884,0.0,1.0,0.653594771,0.055555556
Acorus,Acoraceae,0.525,0.7295,0.0,1.0,0.0,0.0
Acrotriche,Ericaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Actaea,Ranunculaceae,1.687142857,0.7295,0.0,1.0,16.66666667,0.25
Actinotus,Apiaceae,1.687142857,0.7295,0.003968254,0.5,0.0,0.0
Adenocarpus,Fabaceae,0.875,0.7295,0.096494845,1.0,0.0,0.0
Adenophora,Campanulaceae,4.72,0.7295,0.0,1.0,0.0,0.0
Adenophorus,Polypodiaceae,1.687142857,0.7295,0.0,1.0,6.666666667,0.3
Adenophyllum,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Adenostoma,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.0,0.0
Adenostyles,Asteraceae,1.687142857,0.7295,0.00210989,1.0,33.33333333,0.333333333
Adiantum,Pteridaceae,5.13,0.7295,0.0,1.0,0.526315789,0.05
Adonis,Ranunculaceae,15.5,0.7295,0.0,0.6,2.222222222,0.1
Adriana,Euphorbiaceae,1.687142857,0.7295,0.01239531,1.0,0.0,0.0
Aegilops,Poaceae,8.908615385,0.7295,0.074314214,0.0,0.952380952,0.066666667
Aeluropus,Poaceae,8.4,0.7295,0.074314214,1.0,0.0,0.0
Aeonium,Crassulaceae,0.937333333,0.7295,0.0,1.0,0.0,0.0
Aesculus,Sapindaceae,0.365,0.7295,0.001265823,1.0,0.0,0.0
Aethionema,Brassicaceae,0.71,0.7295,0.00485306,0.9,0.0,0.0
Agalinis,Orobanchaceae,1.687142857,0.469,0.0,0.0,0.0,0.0
Agalinus,Orobanchaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Agastache,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.0,0.0
Agave,Asparagaceae,6.470684932,0.7295,0.0,1.0,0.0,0.0
Ageratina,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Ageratum,Asteraceae,1.687142857,0.7295,0.00210989,0.5,0.0,0.0
Agoseris,Asteraceae,2.4625,0.7295,0.00210989,0.833333333,3.03030303,0.166666667
Agrimonia,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.653594771,0.055555556
Agropyron,Poaceae,9.37,0.7295,0.074314214,1.0,5.627705628,0.590909091
Agrostemma,Caryophyllaceae,2.1,0.7295,0.001818182,0.0,0.0,0.0
Agrostis,Poaceae,5.437586207,0.7295,0.074314214,0.808411215,0.293040293,0.152380952
Aichryson,Crassulaceae,0.685,0.7295,0.0,0.0,0.0,0.0
Aira,Poaceae,4.3275,0.7295,0.074314214,0.0,0.0,0.0
Ajuga,Lamiaceae,1.687142857,0.7295,0.004320557,0.866666667,3.80952381,0.266666667
Albizia,Fabaceae,1.215,0.951,0.096494845,1.0,0.0,0.0
Alcea,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Alchemilla,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.012986001,0.017985612
Alectryon,Sapindaceae,1.687142857,0.7295,0.001265823,1.0,0.0,0.0
Alhagi,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Alisma,Alismataceae,12.7125,0.7295,0.0,0.925,0.526315789,0.05
Alkanna,Boraginaceae,1.687142857,0.7295,0.001824818,0.941176471,0.0,0.0
Allium,Amaryllidaceae,19.9175,0.91,0.0,1.0,0.0,0.0
Allocasuarina,Casuarinaceae,0.95,0.7295,0.094736842,1.0,1.818181818,0.090909091
Allophyllum,Polemoniaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Almaleea,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Alnus,Betulaceae,0.642,0.913666667,0.054545455,1.0,0.865800866,0.090909091
Aloe,Xanthorrhoeaceae,16.91779817,0.7295,0.0,1.0,0.0,0.0
Alopecurus,Poaceae,8.914,0.7295,0.074314214,0.647727273,0.634249471,0.136363636
Alsinidendron,Caryophyllaceae,0.833333333,0.0,0.001818182,1.0,0.0,0.0
Alternanthera,Amaranthaceae,1.687142857,0.7295,0.041463415,0.821428571,0.0,0.0
Althaea,Malvaceae,1.687142857,0.7295,0.006153846,0.611111111,0.0,0.0
Alyssoides,Brassicaceae,1.687142857,0.7295,0.00485306,1.0,0.0,0.0
Alyssum,Brassicaceae,0.58,0.7295,0.00485306,0.675324675,0.0,0.0
Amaranthus,Amaranthaceae,0.735263158,0.199,0.041463415,0.04368932,0.380734818,0.194174757
Ambrosia,Asteraceae,2.375,0.95,0.00210989,0.547619048,0.158562368,0.034090909
Amelanchier,Rosaceae,1.1175,0.7295,0.001060071,1.0,1.169590643,0.105263158
Ammannia,Lythraceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Ammi,Apiaceae,1.687142857,0.7295,0.003968254,0.0,0.0,0.0
Ammophila,Poaceae,4.815,0.7295,0.074314214,1.0,5.0,0.1
Amorpha,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Amphibromus,Poaceae,3.99,0.7295,0.074314214,1.0,0.0,0.0
Amphicarpum,Poaceae,1.687142857,0.7295,0.074314214,0.5,0.0,0.0
Amphipogon,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Amsinckia,Boraginaceae,1.133333333,0.33825,0.001824818,0.0,0.246305419,0.034482759
Amsonia,Apocynaceae,1.687142857,0.7295,0.000658617,1.0,0.0,0.0
Amyema,Loranthaceae,11.71222222,0.7295,0.0,1.0,0.0,0.0
Anabasis,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,0.0,0.0
Anacyclus,Asteraceae,6.4,0.7295,0.00210989,0.25,0.0,0.0
Anagallis,Primulaceae,1.75,0.7295,0.0,0.333333333,0.0,0.0
Anarrhinum,Plantaginaceae,1.687142857,0.7295,0.005925926,0.5,10.0,0.2
Anchusa,Boraginaceae,1.687142857,0.7295,0.001824818,0.445945946,0.15015015,0.027027027
Androcymbium,Colchicaceae,2.89,0.7295,0.0,1.0,0.0,0.0
Andropogon,Poaceae,4.378571429,0.7295,0.074314214,1.0,0.735294118,0.058823529
Androsace,Primulaceae,1.687142857,0.7295,0.0,0.602941176,0.0,0.0
Andryala,Asteraceae,2.225,0.7295,0.00210989,0.7,0.0,0.0
Anemone,Ranunculaceae,17.23103448,0.7295,0.0,1.0,0.289855072,0.065217391
Angelica,Apiaceae,3.23,0.7295,0.003968254,0.983333333,0.0,0.0
Angianthus,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Anisantha,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Antennaria,Asteraceae,1.687142857,0.729,0.00210989,1.0,0.354609929,0.083333333
Anthemis,Asteraceae,8.175,0.7295,0.00210989,0.486842105,0.016228497,0.006329114
Anthericum,Asparagaceae,8.635,0.7295,0.0,1.0,0.0,0.0
Anthoxanthum,Poaceae,5.9,0.7295,0.074314214,0.5,0.0,0.0
Anthriscus,Apiaceae,2.25,0.7295,0.003968254,0.333333333,0.0,0.0
Anthyllis,Fabaceae,0.575,0.7295,0.096494845,0.643410853,0.0,0.0
Antidesma,Phyllanthaceae,1.687142857,0.7295,0.002292264,1.0,100.0,0.5
Antinoria,Poaceae,1.687142857,0.7295,0.074314214,0.25,0.0,0.0
Antirrhinum,Plantaginaceae,0.778,0.815,0.005925926,0.59375,0.64516129,0.096774194
Aotus,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Apera,Poaceae,5.4,0.7295,0.074314214,0.0,0.0,0.0
Aphanes,Rosaceae,0.58,0.7295,0.001060071,0.0,0.0,0.0
Aphanostephus,Asteraceae,1.687142857,0.7295,0.00210989,0.25,0.0,0.0
Aphelia,Centrolepidaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Apium,Apiaceae,1.08,0.7295,0.003968254,0.5,2.857142857,0.2
Apocynum,Apocynaceae,1.687142857,0.7295,0.000658617,1.0,11.11111111,0.444444444
Aquilegia,Ranunculaceae,0.53,0.486666667,0.0,1.0,0.740055504,0.170212766
Arabidella,Brassicaceae,1.687142857,0.7295,0.00485306,0.5,0.0,0.0
Arabidopsis,Brassicaceae,0.266818182,0.5882,0.00485306,0.1,0.0,0.0
Arabis,Brassicaceae,0.482307692,0.56,0.00485306,0.690721649,0.035267149,0.018691589
Aralia,Araliaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Arbutus,Ericaceae,1.687142857,0.97,0.0,1.0,100.0,0.5
Arceuthobium,Santalaceae,1.687142857,0.7295,0.002139037,1.0,0.0,0.0
Arctium,Asteraceae,1.687142857,0.7295,0.00210989,0.0,6.666666667,0.466666667
Arctomecon,Papaveraceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Arctostaphylos,Ericaceae,1.25,0.7295,0.0,1.0,0.372960373,0.121212121
Arctotheca,Asteraceae,1.687142857,0.7295,0.00210989,0.666666667,0.0,0.0
Ardisia,Primulaceae,2.65,0.63,0.0,1.0,0.0,0.0
Arenaria,Caryophyllaceae,0.7,0.7295,0.001818182,0.618421053,0.0,0.0
Argemone,Papaveraceae,0.6,0.7295,0.0,0.583333333,1.515151515,0.083333333
Argentina,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.0,0.0
Argentipallium,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Argyrochosma,Pteridaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Argyrolobium,Fabaceae,1.91,0.7295,0.096494845,1.0,0.0,0.0
Argyroxiphium,Asteraceae,1.687142857,0.7295,0.00210989,1.0,80.0,1.6
Argythamnia,Euphorbiaceae,1.687142857,0.7295,0.01239531,1.0,0.0,0.0
Arisaema,Araceae,4.975,0.7295,0.000248447,1.0,0.0,0.0
Arisarum,Araceae,14.0,0.7295,0.000248447,1.0,0.0,0.0
Aristida,Poaceae,1.687142857,0.7295,0.074314214,0.517857143,0.0,0.0
Aristolochia,Aristolochiaceae,0.375,0.7295,0.0,1.0,0.0,0.0
Armeria,Plumbaginaceae,4.31,0.7295,0.001196172,1.0,0.606060606,0.133333333
Armoracia,Brassicaceae,1.25,0.7295,0.00485306,1.0,0.0,0.0
Arnica,Asteraceae,1.687142857,0.7295,0.00210989,0.945945946,0.158730159,0.027777778
Aronia,Rosaceae,1.28,0.7295,0.001060071,1.0,41.66666667,0.625
Arrhenatherum,Poaceae,6.395,0.704,0.074314214,1.0,33.33333333,0.333333333
Artemisia,Asteraceae,4.661521739,0.7295,0.00210989,0.896296296,0.064350064,0.047297297
Arthrocnemum,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,0.0,0.0
Arthropodium,Asparagaceae,2.45,0.7295,0.0,1.0,0.0,0.0
Arum,Araceae,10.28142857,0.7295,0.000248447,1.0,5.555555556,0.222222222
Arundinaria,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Arundo,Poaceae,2.8,0.7295,0.074314214,1.0,0.0,0.0
Asarum,Aristolochiaceae,6.385,0.7295,0.0,1.0,0.0,0.0
Asclepias,Apocynaceae,0.42,0.981,0.000658617,0.986486486,0.037023325,0.013513514
Asparagus,Asparagaceae,2.03125,0.7295,0.0,1.0,0.0,0.0
Asperula,Rubiaceae,1.687142857,0.7295,0.0006,0.975,0.063291139,0.025
Asphodeline,Xanthorrhoeaceae,4.44,0.7295,0.0,1.0,0.0,0.0
Asphodelus,Xanthorrhoeaceae,3.485,0.7295,0.0,0.9,33.33333333,0.5
Aspidotis,Pteridaceae,1.687142857,0.7295,0.0,1.0,100.0,0.5
Asplenium,Aspleniaceae,6.301764706,0.7295,0.0,1.0,0.648148148,0.259259259
Astelia,Asteliaceae,1.27,0.7295,0.0,1.0,0.0,0.0
Aster,Asteraceae,1.687142857,0.7295,0.00210989,0.944444444,0.154181027,0.11409396
Asteriscus,Asteraceae,0.86,0.7295,0.00210989,0.5,0.0,0.0
Asterolasia,Rutaceae,1.687142857,0.7295,0.001652893,1.0,0.0,0.0
Astilbe,Saxifragaceae,1.687142857,0.7295,0.0,1.0,100.0,0.5
Astragalus,Fabaceae,0.865,0.7295,0.096494845,0.88863109,0.0,0.0
Astrantia,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Astrodaucus,Apiaceae,5.04,0.7295,0.003968254,1.0,0.0,0.0
Astroloma,Ericaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Astrotricha,Araliaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Asyneuma,Campanulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Athamanta,Apiaceae,1.23,0.7295,0.003968254,1.0,0.0,0.0
Atractylis,Asteraceae,3.99,0.7295,0.00210989,0.75,0.0,0.0
Atraphaxis,Polygonaceae,1.687142857,0.7295,0.002727273,1.0,0.0,0.0
Atriplex,Amaranthaceae,1.172962963,0.7295,0.041463415,0.369281046,0.158940397,0.119205298
Atropa,Solanaceae,1.95,0.7295,0.089837398,1.0,0.0,0.0
Aubrieta,Brassicaceae,0.42,0.7295,0.00485306,1.0,13.33333333,0.333333333
Aureolaria,Orobanchaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Australopyrum,Poaceae,5.72,0.7295,0.074314214,1.0,0.0,0.0
Austrofestuca,Poaceae,3.71,0.7295,0.074314214,1.0,0.0,0.0
Avena,Poaceae,8.917777778,0.028333333,0.074314214,0.0,0.600600601,0.108108108
Avenula,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.666666667,0.08
Azolla,Salviniaceae,0.77,0.7295,0.0,0.666666667,0.0,0.0
Baccharis,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Bacopa,Plantaginaceae,1.2,0.7295,0.005925926,0.666666667,0.0,0.0
Baeckea,Myrtaceae,1.687142857,0.7295,0.003243243,1.0,0.0,0.0
Bahia,Asteraceae,1.687142857,0.7295,0.00210989,0.75,0.0,0.0
Baileya,Asteraceae,7.32,0.7295,0.00210989,0.2,0.0,0.0
Baldellia,Alismataceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Ballota,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.0,0.0
Balsamorhiza,Asteraceae,1.687142857,0.7295,0.00210989,1.0,7.272727273,0.363636364
Banksia,Proteaceae,0.85,0.8945,0.000625,1.0,4.761904762,0.142857143
Baptisia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,6.666666667,0.166666667
Barbarea,Brassicaceae,1.687142857,0.7295,0.00485306,0.36,0.0,0.0
Bartonia,Gentianaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Bartsia,Orobanchaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Bassia,Amaranthaceae,1.12,0.7295,0.041463415,0.125,3.571428571,0.125
Bauera,Cunoniaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Baumea,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Beckmannia,Poaceae,1.687142857,0.7295,0.074314214,0.333333333,0.0,0.0
Begonia,Begoniaceae,0.5655,0.04,0.0,1.0,0.0,0.0
Bellevalia,Asparagaceae,15.51923077,0.7295,0.0,1.0,0.0,0.0
Bellis,Asteraceae,1.706666667,0.7295,0.00210989,0.857142857,0.0,0.0
Bellium,Asteraceae,1.687142857,0.7295,0.00210989,0.5,0.0,0.0
Berberis,Berberidaceae,1.401578947,0.7295,0.0,1.0,0.362318841,0.041666667
Bergia,Elatinaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Berlandiera,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Berteroa,Brassicaceae,0.71,0.7295,0.00485306,0.3,0.0,0.0
Bertya,Euphorbiaceae,1.687142857,0.7295,0.01239531,1.0,0.0,0.0
Besseya,Plantaginaceae,1.687142857,0.7295,0.005925926,1.0,0.0,0.0
Beta,Amaranthaceae,1.022857143,0.7295,0.041463415,0.5,0.0,0.0
Betula,Betulaceae,0.648333333,0.995,0.054545455,1.0,2.645502646,0.357142857
Beyeria,Euphorbiaceae,1.687142857,0.7295,0.01239531,1.0,0.0,0.0
Biarum,Araceae,3.32,0.7295,0.000248447,1.0,0.0,0.0
Bidens,Asteraceae,2.183333333,0.59125,0.00210989,0.327868852,0.324569945,0.126582278
Bifora,Apiaceae,1.687142857,0.7295,0.003968254,0.0,0.0,0.0
Bilderdykia,Polygonaceae,1.687142857,0.7295,0.002727273,0.333333333,0.0,0.0
Billardiera,Pittosporaceae,1.687142857,0.7295,0.005,1.0,0.0,0.0
Biscutella,Brassicaceae,1.29,0.7295,0.00485306,0.871794872,0.0,0.0
Bistorta,Polygonaceae,1.687142857,0.7295,0.002727273,1.0,0.0,0.0
Blechnum,Blechnaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Blennosperma,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Blephilia,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.0,0.0
Bloomeria,Asparagaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Blumea,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Blysmus,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Bobea,Rubiaceae,1.687142857,0.7295,0.0006,1.0,16.66666667,0.25
Boechera,Brassicaceae,0.24,0.7295,0.00485306,0.847222222,0.534759358,0.088235294
Boerhavia,Nyctaginaceae,1.687142857,0.7295,0.005063291,0.461538462,0.0,0.0
Bolanthus,Caryophyllaceae,1.687142857,0.7295,0.001818182,1.0,0.0,0.0
Bombycilaena,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Borago,Boraginaceae,1.75,0.915,0.001824818,0.5,0.0,0.0
Borderea,Dioscoreaceae,1.687142857,0.7295,0.009195402,1.0,0.0,0.0
Bornmuellera,Brassicaceae,1.09,0.7295,0.00485306,1.0,0.0,0.0
Boronia,Rutaceae,1.687142857,0.7295,0.001652893,1.0,0.0,0.0
Boschniakia,Orobanchaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Bossiaea,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Bothriochloa,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Botrychium,Ophioglossaceae,8.306666667,0.7295,0.0,1.0,0.0,0.0
Bouteloua,Poaceae,1.687142857,0.7295,0.074314214,0.796296296,0.284900285,0.037037037
Boykinia,Saxifragaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Brachiaria,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Brachyactis,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Brachyelytrum,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Brachyglottis,Asteraceae,1.687142857,0.7295,0.00210989,1.0,100.0,0.5
Brachyloma,Ericaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Brachypodium,Poaceae,0.572222222,0.7295,0.074314214,0.7,2.222222222,0.1
Brachyscome,Asteraceae,1.687142857,0.7295,0.00210989,0.735294118,0.0,0.0
Bracteantha,Asteraceae,1.687142857,0.7295,0.00210989,0.6,0.0,0.0
Brassica,Brassicaceae,0.925151515,0.37,0.00485306,0.259259259,0.12987013,0.035714286
Braya,Brassicaceae,1.05,0.7295,0.00485306,1.0,0.0,0.0
Brickellia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.362318841,0.041666667
Brighamia,Campanulaceae,1.05,0.7295,0.0,1.0,0.0,0.0
Brimeura,Asparagaceae,8.4,0.7295,0.0,1.0,0.0,0.0
Briza,Poaceae,6.954814815,0.7295,0.074314214,0.1875,0.0,0.0
Brodiaea,Asparagaceae,1.687142857,0.7295,0.0,1.0,1.098901099,0.071428571
Bromopsis,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Bromus,Poaceae,8.390131579,0.0185,0.074314214,0.317391304,0.031735957,0.02173913
Bryonia,Cucurbitaceae,2.158,0.7295,0.024852071,1.0,0.0,0.0
Buddleja,Scrophulariaceae,1.246666667,0.93,0.001764706,1.0,1.098901099,0.071428571
Bufonia,Caryophyllaceae,1.687142857,0.7295,0.001818182,0.714285714,0.0,0.0
Buglossoides,Boraginaceae,1.687142857,0.7295,0.001824818,0.428571429,0.0,0.0
Bulbine,Xanthorrhoeaceae,16.40846154,0.7295,0.0,0.666666667,0.0,0.0
Bulbocodium,Colchicaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Bulbostylis,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Bunias,Brassicaceae,2.39,0.7295,0.00485306,0.166666667,0.0,0.0
Bunium,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Buphthalmum,Asteraceae,2.45,0.7295,0.00210989,1.0,0.0,0.0
Bupleurum,Apiaceae,2.491666667,0.7295,0.003968254,0.414893617,0.0,0.0
Bursaria,Pittosporaceae,1.687142857,0.7295,0.005,1.0,0.0,0.0
Buxus,Buxaceae,1.115,0.7295,0.0,1.0,0.0,0.0
Cacalia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Cachrys,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Caesalpinia,Fabaceae,1.55,0.7295,0.096494845,1.0,0.0,0.0
Caesia,Xanthorrhoeaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Cakile,Brassicaceae,0.68,0.7295,0.00485306,0.0,0.0,0.0
Caladenia,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.54446461,0.155172414
Calamagrostis,Poaceae,5.74375,0.929,0.074314214,1.0,1.341463415,0.268292683
Calamintha,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.0,0.0
Calamovilfa,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Calandrinia,Montiaceae,1.07,0.7295,0.0,0.05,0.0,0.0
Caleana,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Calendula,Asteraceae,1.687142857,0.7295,0.00210989,0.181818182,1.818181818,0.090909091
Calicotome,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Callianthemum,Ranunculaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Callirhoe,Malvaceae,1.687142857,0.7295,0.006153846,0.8,0.0,0.0
Callistemon,Myrtaceae,1.15,0.7295,0.003243243,1.0,0.0,0.0
Callitriche,Plantaginaceae,2.298461538,0.7295,0.005925926,0.196428571,0.0,0.0
Callitris,Cupressaceae,9.7,0.7295,0.007142857,1.0,0.0,0.0
Calocephalus,Asteraceae,1.687142857,0.7295,0.00210989,0.666666667,0.0,0.0
Calochilus,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Calochortus,Liliaceae,5.35,0.7295,0.0,1.0,0.134680135,0.036363636
Calotis,Asteraceae,1.687142857,0.7295,0.00210989,0.833333333,0.0,0.0
Calycadenia,Asteraceae,1.48,0.7295,0.00210989,0.0,0.0,0.0
Calycoseris,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Calylophus,Onagraceae,1.687142857,0.7295,0.001538462,1.0,0.0,0.0
Calyptridium,Montiaceae,1.687142857,0.7295,0.0,0.307692308,1.282051282,0.076923077
Calystegia,Convolvulaceae,0.8,0.7295,0.044375,1.0,1.176470588,0.2
Calytrix,Myrtaceae,1.687142857,0.7295,0.003243243,1.0,0.0,0.0
Camassia,Asparagaceae,2.575,0.7295,0.0,1.0,0.0,0.0
Camelina,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Camissonia,Onagraceae,1.687142857,0.7295,0.001538462,0.112676056,0.699300699,0.227272727
Campanula,Campanulaceae,1.955,0.7125,0.0,0.707100592,0.005569479,0.005263158
Camphorosma,Amaranthaceae,1.687142857,0.7295,0.041463415,0.5,0.0,0.0
Canavalia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,3.571428571,0.125
Capsella,Brassicaceae,0.448333333,0.046666667,0.00485306,0.357142857,4.761904762,0.142857143
Caragana,Fabaceae,1.6,0.7295,0.096494845,1.0,0.0,0.0
Caralluma,Apocynaceae,1.687142857,0.7295,0.000658617,1.0,0.0,0.0
Cardamine,Brassicaceae,0.824210526,0.7295,0.00485306,0.673469388,0.16722408,0.076086957
Cardaminopsis,Brassicaceae,1.687142857,0.7295,0.00485306,0.9,0.0,0.0
Cardaria,Brassicaceae,1.687142857,0.7295,0.00485306,1.0,3.571428571,0.125
Cardiospermum,Sapindaceae,1.687142857,0.7295,0.001265823,0.75,0.0,0.0
Carduncellus,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Carduus,Asteraceae,4.28,0.806,0.00210989,0.330769231,0.480769231,0.153846154
Carex,Cyperaceae,0.419318182,0.17,0.00045977,1.0,0.024607728,0.104582844
Carlina,Asteraceae,4.326,0.7295,0.00210989,0.653846154,0.0,0.0
Carpesium,Asteraceae,1.687142857,0.7295,0.00210989,0.5,0.0,0.0
Carpha,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Carpinus,Betulaceae,1.03,0.7295,0.054545455,1.0,0.0,0.0
Carpobrotus,Aizoaceae,1.687142857,0.7295,0.000990099,1.0,2.564102564,0.153846154
Carthamus,Asteraceae,1.762941176,0.7295,0.00210989,0.058823529,1.666666667,0.125
Carum,Apiaceae,4.78,0.7295,0.003968254,0.785714286,0.0,0.0
Carya,Juglandaceae,0.83,0.7295,0.0,1.0,3.80952381,0.266666667
Cassia,Fabaceae,0.976666667,0.7295,0.096494845,0.5,0.0,0.0
Cassinia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,20.0,0.5
Cassiope,Ericaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Cassytha,Lauraceae,1.687142857,0.7295,0.0004,1.0,0.0,0.0
Castanea,Fagaceae,0.875,0.7295,0.001492537,1.0,0.0,0.0
Castilleja,Orobanchaceae,1.687142857,0.7295,0.0,0.818181818,0.385964912,0.144736842
